maize,soybean,hay,pkc,protein,fiber,energy,breed,age,weight,milk_yield,weight_gain,cost
41,30,14,15,23.21,16.8,83.28,Holstein,4,480,41.73,4.66,518.78
35,19,18,28,16.97,10.92,77.08,Bunaji,4,780,33.55,3.85,413.63
31,19,37,13,12.09,15.45,84.64,Friesian,7,292,25.8,3.88,441.14
37,34,35,0,18.98,15.15,88.87,Bunaji,5,756,39.54,4.22,502.67
45,26,23,6,23.88,11.85,71.24,Jersey,4,571,38.95,4.4,478.79
20,18,32,30,16.06,14.44,55.01,Friesian,5,311,25.46,2.92,351.64
59,21,23,0,17.65,10.42,74.97,Bunaji,4,741,36.4,4.2,464.64
51,11,35,3,23.58,18.41,88.84,Holstein,4,263,39.87,4.54,356.56
55,24,23,0,18.89,19.07,88.79,Friesian,2,358,36.59,4.92,494.63
29,16,15,40,23.88,18.75,54.91,Friesian,9,777,32.18,3.32,392.7
21,14,19,46,24.73,16.35,75.95,Jersey,4,555,36.74,4.02,402.75
36,19,25,20,13.39,10.98,55.75,Jersey,8,615,28.66,3.12,418.36
46,21,12,21,12.5,15.37,59.32,Holstein,3,697,25.62,3.17,439.59
22,31,29,18,14.41,17.59,64.06,Holstein,9,339,28.42,3.35,508.86
44,32,33,0,22.25,10.21,59.41,Friesian,4,458,34.95,3.56,544.76
52,34,34,0,13.55,18.11,82.75,White Fulani,3,795,37.33,4.37,618.14
53,22,35,0,13.39,16.23,65.11,Bunaji,1,784,29.02,3.72,480.33
52,26,29,0,15.56,12.46,51.35,Friesian,7,444,31.05,3.5,487.02
28,21,25,26,16.2,11.55,78.68,Holstein,9,612,30.13,3.71,431.5
22,14,31,33,14.16,18.48,87.32,Friesian,7,359,26.72,3.58,367.54
27,13,20,40,16.01,9.84,64.1,Jersey,5,554,25.52,3.06,409.91
26,19,34,21,22.84,18.22,61.42,Bunaji,6,505,32.0,3.35,419.2
49,29,12,10,21.04,12.7,73.14,Friesian,9,387,37.08,3.73,532.4
51,21,22,6,24.38,19.39,61.15,Jersey,1,361,36.48,4.18,474.96
24,15,29,32,21.51,18.35,60.62,Bunaji,8,267,31.18,3.32,347.11
29,18,28,25,17.47,8.9,61.45,Bunaji,2,331,26.84,2.87,377.92
53,12,27,8,17.73,13.2,53.58,White Fulani,9,353,30.75,3.5,392.66
29,18,11,42,22.65,19.96,57.24,Jersey,8,702,30.24,3.59,427.96
43,23,33,1,20.78,13.32,89.76,Bunaji,7,738,36.95,4.67,426.13
55,18,17,10,17.56,9.8,55.67,White Fulani,3,572,32.96,3.33,435.88
44,16,39,1,16.13,11.35,84.61,White Fulani,8,647,32.03,4.24,414.41
42,23,26,9,15.19,18.2,75.18,Friesian,3,579,28.9,3.58,474.38
58,17,13,12,13.11,12.51,52.58,Holstein,2,530,24.76,3.16,454.61
45,13,25,17,14.59,16.65,50.47,Holstein,5,292,25.48,3.14,396.29
26,32,36,6,18.87,10.03,61.4,Bunaji,9,636,32.86,3.23,479.8
22,31,12,35,21.76,10.35,62.76,Bunaji,3,353,35.2,3.87,481.84
23,31,20,26,16.1,12.19,68.63,Bunaji,3,734,29.03,3.07,487.78
55,11,12,22,18.0,18.06,67.77,Friesian,6,293,31.99,3.92,401.68
22,11,24,43,15.2,13.27,89.26,White Fulani,5,623,28.95,3.94,358.01
54,24,29,0,14.21,16.26,77.81,Holstein,9,505,31.98,4.01,464.73
55,25,17,3,22.62,12.41,64.1,Jersey,7,644,35.84,3.74,483.64
23,32,12,33,21.4,8.74,87.2,Holstein,3,595,40.34,4.08,531.66
30,10,39,21,24.73,12.95,75.3,White Fulani,7,302,35.4,3.64,357.86
53,30,35,0,20.97,15.15,58.5,White Fulani,6,743,34.27,3.7,571.4
20,11,13,56,14.76,19.12,78.14,Jersey,2,292,27.0,3.5,365.62
51,10,22,17,15.46,19.61,54.55,Friesian,9,422,27.7,3.29,410.25
48,30,18,4,22.94,13.01,82.07,Holstein,7,603,40.16,4.39,500.78
44,25,10,21,24.85,9.91,69.42,Bunaji,5,271,40.16,4.05,520.56
50,28,11,11,22.39,19.23,68.55,Friesian,6,625,37.22,4.21,490.29
53,25,15,7,17.34,18.58,53.73,Bunaji,4,556,30.86,3.71,483.53
32,18,21,29,15.62,12.88,73.17,Holstein,9,491,25.35,3.26,433.28
48,16,12,24,13.18,19.29,56.24,Jersey,5,660,26.87,3.4,460.31
50,17,17,16,16.61,17.1,85.38,Friesian,9,334,34.75,4.88,440.73
50,29,13,8,14.13,19.06,88.69,Holstein,1,717,34.34,4.44,481.06
33,31,11,25,21.81,17.4,84.17,Bunaji,9,733,40.58,4.11,499.85
36,30,28,6,12.72,19.4,74.35,Holstein,9,582,30.52,3.5,464.22
39,21,33,7,14.47,12.42,79.3,White Fulani,8,295,31.52,3.81,440.5
27,29,23,21,15.9,15.57,89.2,White Fulani,2,723,36.5,4.1,490.64
43,30,13,14,24.73,17.58,63.71,Holstein,8,687,37.6,4.5,510.27
22,19,20,39,22.17,13.03,75.95,Bunaji,6,461,35.11,3.59,435.57
32,20,33,15,20.26,13.06,51.04,White Fulani,9,541,29.59,3.35,407.43
52,10,38,0,15.05,16.9,76.5,Holstein,3,680,30.99,4.47,368.0
23,17,11,49,15.85,14.03,82.65,Holstein,2,539,32.0,3.87,429.83
25,17,10,48,21.84,15.59,50.17,Bunaji,1,372,30.84,3.12,435.71
41,17,32,10,24.2,12.68,81.64,White Fulani,3,762,41.27,4.53,417.09
49,25,37,0,19.95,18.67,58.58,Bunaji,7,691,33.58,3.67,455.15
37,31,19,13,14.0,11.69,54.07,Bunaji,3,668,31.16,2.86,524.09
20,12,25,43,18.86,12.52,87.09,Bunaji,4,335,33.28,4.09,350.51
42,26,21,11,22.96,19.36,61.88,White Fulani,1,548,34.78,4.05,497.56
21,19,16,44,13.3,9.99,66.49,White Fulani,3,515,25.06,2.93,424.74
32,11,36,21,14.91,8.18,56.24,Friesian,7,373,24.97,2.94,332.73
40,27,18,15,21.98,10.0,68.82,Jersey,7,570,37.7,4.23,452.87
20,10,18,52,15.39,13.22,77.26,Holstein,5,320,26.16,3.66,391.75
45,12,16,27,20.52,16.44,72.29,Jersey,9,755,30.48,4.08,411.84
34,22,32,12,12.13,8.44,77.74,Bunaji,8,373,27.08,3.71,446.44
47,31,14,8,15.09,14.47,61.95,Friesian,1,471,33.4,3.63,514.3
27,25,36,12,15.91,19.84,83.54,Friesian,9,323,33.88,3.79,444.93
25,32,29,14,23.31,15.27,77.97,Holstein,7,602,36.63,3.77,507.83
21,23,36,20,13.02,10.18,84.88,Holstein,5,455,27.19,3.65,391.98
30,12,16,42,15.51,12.84,54.21,Jersey,4,599,25.02,2.67,360.07
20,24,22,34,18.92,16.9,84.55,Jersey,9,292,32.18,3.91,445.44
46,26,33,0,24.19,14.7,76.53,White Fulani,3,561,40.84,4.16,469.41
38,19,17,26,13.93,19.62,87.65,Jersey,8,368,30.29,3.75,381.5
59,16,25,0,24.64,11.67,73.96,Jersey,3,516,39.87,4.81,441.68
39,18,37,6,17.03,17.12,50.77,Bunaji,6,374,27.82,2.92,433.09
48,19,15,18,24.39,9.15,66.91,Friesian,3,508,37.28,4.16,446.57
20,17,19,44,17.76,17.43,75.45,Jersey,9,604,27.9,3.72,427.61
57,25,29,0,17.82,15.91,62.01,White Fulani,7,487,32.54,3.22,510.97
23,19,32,26,12.41,9.7,78.73,Jersey,4,771,29.9,3.52,404.34
39,23,38,0,12.06,11.65,67.97,Bunaji,2,709,27.1,3.7,425.8
56,31,18,0,18.03,19.34,62.0,Holstein,4,578,34.41,3.78,566.92
57,18,12,13,18.37,14.47,81.78,Bunaji,1,475,34.75,4.36,434.54
27,31,10,32,15.97,17.42,84.37,White Fulani,4,301,34.3,3.92,465.85
38,25,18,19,18.09,18.6,63.79,Holstein,3,690,28.22,3.8,453.8
23,30,31,16,15.69,17.99,71.41,Friesian,7,555,30.63,3.56,473.89
57,20,12,11,22.62,18.48,73.91,White Fulani,2,725,37.98,4.25,485.97
59,13,10,18,23.49,8.64,79.01,White Fulani,1,382,38.47,4.59,393.72
43,29,22,6,24.06,14.76,62.67,Jersey,9,514,39.73,3.93,503.61
27,10,36,27,15.12,14.42,68.73,White Fulani,4,284,25.5,3.59,332.52
52,32,12,4,20.17,8.14,55.78,Friesian,7,799,34.47,3.56,513.38
42,26,39,0,14.25,18.34,67.17,Friesian,7,272,28.61,3.37,459.86
51,30,10,9,13.98,13.49,55.82,Friesian,4,588,28.96,3.33,532.08
47,22,34,0,12.18,18.52,50.57,White Fulani,7,316,24.01,3.11,466.68
31,10,37,22,18.99,12.41,79.61,Bunaji,4,293,32.55,4.03,346.26
36,15,29,20,21.65,10.41,71.95,White Fulani,1,784,34.61,3.96,405.96
45,19,37,0,13.23,14.52,71.61,Jersey,6,737,29.4,3.91,430.53
33,31,16,20,13.17,14.23,74.35,Friesian,6,542,31.4,3.27,504.33
23,19,29,29,14.89,17.78,80.28,Jersey,9,347,30.68,3.35,410.23
43,33,27,0,12.42,13.02,70.43,Friesian,6,308,31.34,3.56,491.52
35,27,30,8,18.15,15.22,82.92,Jersey,7,631,35.25,4.37,506.9
33,15,16,36,19.15,12.83,51.35,Holstein,6,764,27.02,3.27,413.38
35,24,22,19,12.86,15.58,89.54,Holstein,1,444,30.73,4.07,487.08
47,16,10,27,16.8,14.45,84.73,Friesian,7,696,33.65,4.47,440.27
38,17,20,25,12.26,10.49,87.22,Jersey,1,450,30.4,4.11,433.56
36,32,39,0,13.29,16.73,58.19,White Fulani,8,445,26.85,3.2,490.48
56,16,37,0,21.71,17.29,75.74,Bunaji,4,616,36.89,4.45,462.72
38,17,22,23,18.42,9.79,82.08,White Fulani,5,721,34.24,4.15,400.65
23,32,31,14,22.28,18.67,60.19,White Fulani,8,439,32.55,3.53,474.24
20,19,37,24,19.55,11.88,65.19,Bunaji,4,597,32.13,3.31,423.32
34,28,14,24,21.96,15.11,85.22,Bunaji,5,545,39.6,4.02,500.27
51,26,33,0,23.97,13.49,68.29,Jersey,7,485,39.05,4.48,523.22
22,15,22,41,21.71,11.07,82.77,Bunaji,6,692,34.5,3.94,386.97
49,29,19,3,23.96,12.86,73.84,Holstein,9,583,38.22,4.21,486.28
52,28,15,5,14.36,18.73,83.96,Bunaji,4,754,33.51,4.44,531.27
32,21,22,25,24.72,12.99,81.94,White Fulani,2,573,38.4,4.3,433.73
37,14,31,18,16.64,15.57,84.21,Friesian,5,741,31.88,4.18,389.59
24,15,39,22,14.02,8.36,75.92,Holstein,6,276,30.3,3.35,371.25
50,11,22,17,23.76,8.63,79.41,Bunaji,7,519,37.73,4.78,435.48
26,27,37,10,14.77,11.86,80.64,Bunaji,8,692,32.82,3.52,458.65
22,10,24,44,20.2,19.88,76.26,Friesian,5,299,31.73,3.87,369.3
51,33,39,0,14.03,14.63,69.91,Jersey,3,492,32.0,4.07,565.94
59,19,39,0,21.75,11.29,78.07,White Fulani,4,259,40.61,4.79,509.87
39,23,37,1,16.64,17.28,74.28,Friesian,5,304,29.46,3.76,450.5
38,12,27,23,20.77,18.98,84.52,Jersey,1,563,35.39,4.33,383.38
58,18,37,0,20.74,12.73,52.69,White Fulani,6,282,32.63,3.65,490.98
45,27,19,9,16.21,16.33,88.76,Bunaji,7,414,34.46,4.69,473.81
46,18,37,0,23.05,17.67,79.33,Jersey,7,328,36.03,4.19,398.67
52,25,21,2,15.2,19.61,50.77,Friesian,7,741,28.87,3.41,472.8
56,30,18,0,12.22,16.05,55.15,Holstein,7,778,30.18,3.37,527.45
41,17,22,20,24.03,16.69,84.7,Friesian,6,372,40.83,4.78,392.84
57,12,23,8,13.09,14.33,60.19,Friesian,5,534,26.16,3.58,422.7
40,11,14,35,18.21,19.6,85.3,Holstein,6,713,34.98,4.1,403.45
56,12,29,3,13.36,10.41,75.31,Jersey,3,517,28.88,4.02,337.7
35,12,36,17,21.05,18.34,67.42,Jersey,8,688,29.74,3.58,362.07
20,29,15,36,14.36,8.26,85.35,Friesian,5,730,28.76,3.64,497.63
44,28,12,16,14.23,10.19,73.75,Friesian,7,643,30.4,4.03,508.56
51,10,15,24,23.95,19.11,58.48,Jersey,7,466,35.41,4.2,417.43
59,19,31,0,20.76,17.67,52.73,Holstein,2,377,32.54,3.68,483.28
57,30,25,0,18.39,11.12,52.14,White Fulani,8,438,34.63,3.57,541.09
52,15,27,6,23.74,18.42,52.79,Holstein,3,567,36.01,3.84,424.78
48,31,10,11,20.11,13.76,78.22,Bunaji,8,489,37.62,4.42,525.65
46,31,12,11,19.0,16.69,82.16,Friesian,4,294,35.34,4.24,534.58
37,23,15,25,23.27,17.65,72.09,Jersey,1,396,36.76,4.17,432.84
45,25,35,0,12.68,14.71,72.48,Holstein,8,625,31.21,3.31,474.75
33,26,36,5,24.88,15.16,84.45,Bunaji,8,470,40.65,4.35,487.92
41,24,25,10,18.77,11.02,76.27,Bunaji,2,655,37.08,4.4,455.79
28,30,21,21,23.48,17.84,63.37,Friesian,6,318,37.43,3.73,517.79
53,30,19,0,12.31,13.48,78.23,White Fulani,9,576,33.74,4.02,512.42
22,22,38,18,23.27,19.54,76.01,White Fulani,3,534,31.91,4.01,399.66
24,15,28,33,17.56,9.48,51.48,Bunaji,9,407,28.08,2.61,357.21
57,23,17,3,18.39,12.69,58.34,Holstein,4,429,32.18,4.41,475.04
42,13,39,6,19.18,9.78,58.6,Bunaji,9,568,29.88,3.49,388.18
55,28,32,0,20.19,9.27,51.73,Friesian,5,335,34.25,3.53,553.35
32,23,18,27,12.63,9.41,83.85,Friesian,2,539,31.99,4.19,444.09
42,11,33,14,17.38,9.17,63.89,White Fulani,7,536,29.3,3.33,358.81
48,13,23,16,22.36,18.43,63.01,Bunaji,1,600,32.74,3.65,406.86
22,19,27,32,15.16,14.79,66.35,Jersey,3,651,26.58,3.14,417.14
53,31,30,0,21.56,12.9,83.94,Jersey,8,408,38.98,4.59,584.32
32,12,17,39,12.05,10.16,74.58,Holstein,4,417,25.19,3.36,387.8
59,31,39,0,24.69,13.75,74.51,Holstein,3,365,42.31,4.72,584.04
49,34,37,0,24.75,16.3,54.57,White Fulani,4,504,38.24,3.79,594.3
53,30,34,0,21.51,8.94,55.23,Friesian,9,514,34.81,3.66,574.15
32,23,16,29,12.95,8.26,71.09,Jersey,1,778,28.79,3.6,443.29
35,14,37,14,12.27,13.0,59.92,Jersey,1,304,24.48,3.37,351.05
29,17,11,43,20.81,15.99,66.51,Jersey,1,633,31.14,3.39,411.01
47,18,32,3,20.68,19.48,68.82,Jersey,2,660,34.22,4.29,426.99
46,30,16,8,18.58,11.74,66.25,White Fulani,8,584,35.39,3.77,521.76
37,13,13,37,12.84,10.7,60.19,Bunaji,1,601,21.91,3.19,410.06
50,21,26,3,12.55,8.03,64.32,Jersey,1,536,26.69,3.71,466.87
40,14,15,31,20.32,19.37,59.85,Friesian,7,524,32.75,3.95,396.76
30,27,30,13,18.79,12.75,88.74,Jersey,1,632,33.78,4.6,463.67
40,15,27,18,22.5,19.78,55.96,Holstein,7,644,30.94,3.62,390.62
39,17,35,9,22.5,11.2,75.61,Friesian,5,639,37.7,4.21,411.62
54,27,24,0,14.95,13.85,82.33,Bunaji,7,314,34.5,4.37,518.62
58,21,21,0,22.88,14.07,58.86,Jersey,1,457,36.53,4.22,453.31
40,13,27,20,19.13,11.35,83.48,White Fulani,3,772,34.46,4.09,412.01
25,32,27,16,13.61,14.69,74.29,White Fulani,7,459,29.11,3.42,486.2
31,29,28,12,19.16,12.89,57.94,Jersey,9,670,34.63,3.39,477.81
25,16,11,48,18.5,11.16,76.0,Holstein,6,478,30.95,3.68,415.83
40,21,37,2,14.26,13.17,63.68,White Fulani,3,572,28.55,3.18,447.15
53,17,37,0,17.28,15.61,52.51,Friesian,8,404,28.75,3.36,448.47
42,21,30,7,12.13,12.7,75.94,Holstein,8,727,27.8,3.49,410.35
37,27,23,13,24.81,11.29,52.89,Bunaji,7,309,36.46,3.6,482.67
44,13,30,13,16.75,11.94,76.42,Bunaji,4,381,29.85,4.0,415.82
51,18,12,19,13.51,12.81,66.28,White Fulani,5,406,30.18,3.91,424.55
23,22,27,28,12.52,10.89,70.22,Holstein,6,458,27.39,3.06,435.25
41,21,21,17,12.67,18.96,87.59,White Fulani,7,340,30.58,4.07,458.86
32,28,31,9,24.1,14.8,70.47,Bunaji,9,674,37.38,3.83,473.42
48,16,34,2,17.58,14.86,65.91,White Fulani,2,695,29.04,3.37,408.35
34,28,33,5,13.07,14.78,66.5,Holstein,2,281,27.2,3.22,469.41
47,22,16,15,22.21,16.66,77.52,Jersey,9,531,38.01,4.32,478.34
44,28,16,12,22.6,12.88,81.05,Bunaji,7,702,40.2,4.37,520.94
36,18,30,16,13.29,18.68,70.19,Jersey,7,498,28.75,3.14,386.38
48,19,29,4,21.49,8.57,83.43,Holstein,5,313,37.56,4.38,416.08
21,19,39,21,12.01,19.24,83.53,Bunaji,3,289,27.42,3.42,419.59
57,29,25,0,18.48,18.66,58.4,White Fulani,4,514,34.78,3.9,571.33
20,31,36,13,16.97,17.72,50.37,White Fulani,2,303,26.14,2.65,456.62
54,24,38,0,15.97,8.13,56.62,White Fulani,5,532,29.52,3.66,476.74
26,27,28,19,21.44,17.18,62.6,Bunaji,9,421,35.58,3.58,440.88
43,30,36,0,15.62,14.91,81.25,Bunaji,7,661,33.5,4.21,506.74
43,33,29,0,16.18,12.25,69.97,White Fulani,4,762,34.55,4.0,524.93
33,10,37,20,17.9,16.35,64.77,White Fulani,8,276,28.8,3.77,370.9
31,13,22,34,15.19,14.8,78.48,Jersey,2,748,25.76,3.72,385.52
59,19,17,5,22.33,19.41,59.05,Bunaji,3,473,37.35,4.26,465.99
25,22,36,17,17.49,8.67,77.54,White Fulani,7,437,32.65,3.69,417.21
24,24,27,25,12.6,10.91,81.39,Holstein,3,275,30.67,3.65,442.47
48,17,16,19,18.77,17.72,81.96,White Fulani,1,712,33.0,4.35,439.74
25,18,35,22,24.67,11.39,78.52,Bunaji,3,297,38.11,4.02,406.26
20,25,23,32,20.11,14.04,80.43,White Fulani,7,726,35.76,3.73,474.64
52,20,29,0,12.95,10.78,60.93,Jersey,9,631,28.72,3.4,406.61
42,16,24,18,18.52,17.42,72.13,Friesian,6,264,31.27,3.44,438.42
54,24,29,0,21.51,15.86,59.19,Bunaji,5,720,35.21,3.76,469.65
28,14,15,43,16.36,19.27,52.51,Bunaji,3,325,25.08,2.99,385.71
27,18,22,33,14.61,12.49,77.96,Friesian,9,253,26.64,3.5,407.26
55,18,18,9,12.52,10.04,52.11,White Fulani,4,516,26.65,3.31,455.47
37,26,28,9,23.55,12.15,52.31,Jersey,5,574,35.96,3.59,438.43
34,15,37,14,24.12,11.42,88.9,White Fulani,5,694,37.99,4.75,356.19
26,15,28,31,18.23,19.71,71.58,Friesian,1,705,30.23,3.43,381.15
38,12,25,25,22.73,13.33,54.35,Jersey,9,694,34.14,3.66,382.1
45,20,29,6,23.38,15.52,88.04,Holstein,9,690,40.0,4.82,461.78
51,20,16,13,13.64,18.26,55.66,Holstein,4,442,28.24,3.41,500.08
43,33,29,0,19.65,19.63,54.53,Jersey,9,366,35.15,3.45,518.1
21,11,11,57,17.69,8.76,67.03,Holstein,8,300,26.95,3.28,374.24
24,24,32,20,13.84,14.24,78.77,Jersey,3,512,28.21,3.49,446.68
22,11,37,30,12.73,17.65,69.91,White Fulani,4,568,21.37,3.35,345.58
39,21,25,15,23.0,16.85,75.45,White Fulani,6,341,38.69,4.09,448.68
46,29,23,2,23.5,19.53,77.65,Friesian,1,580,37.77,4.18,519.67
55,20,38,0,14.29,16.46,50.43,White Fulani,9,580,25.81,3.0,483.23
32,11,26,31,24.53,17.31,68.64,White Fulani,1,702,34.78,3.71,352.26
55,23,24,0,14.87,9.3,50.29,Friesian,8,718,29.97,3.31,479.79
20,15,35,30,19.21,11.64,76.97,Bunaji,6,681,32.55,3.77,348.72
29,27,32,12,20.66,12.7,58.81,Bunaji,4,579,32.48,3.63,450.77
36,21,30,13,24.13,13.52,56.55,Jersey,6,453,34.74,4.16,476.53
42,18,10,30,13.38,10.91,83.78,Bunaji,2,425,32.11,4.14,457.74
49,28,15,8,22.84,10.06,64.68,Bunaji,3,306,38.6,3.85,488.2
36,26,27,11,20.5,14.04,55.01,Bunaji,1,277,33.43,3.25,454.73
59,29,16,0,18.14,16.6,80.96,White Fulani,5,574,37.12,4.31,539.08
59,17,11,13,16.79,17.15,61.89,Bunaji,1,753,31.61,4.1,433.85
21,12,15,52,20.12,16.11,58.02,White Fulani,9,316,25.4,2.86,358.86
36,22,36,6,15.21,12.91,55.77,White Fulani,3,378,29.29,3.16,446.27
48,24,38,0,22.05,12.34,60.42,Friesian,2,373,34.46,4.15,507.3
23,16,37,24,18.0,14.02,82.53,Jersey,2,797,34.81,4.05,385.36
36,30,30,4,20.6,8.11,53.01,Friesian,9,745,34.35,3.21,496.27
32,31,28,9,23.15,17.03,77.03,Holstein,8,474,38.99,4.15,534.03
38,21,34,7,19.1,12.95,80.51,White Fulani,5,486,34.29,3.89,428.26
46,23,18,13,20.22,15.82,59.8,Bunaji,6,670,31.8,3.68,450.45
31,12,35,22,22.46,15.38,59.07,Bunaji,6,702,30.68,3.33,374.08
38,29,36,0,18.29,18.1,83.32,Holstein,1,697,31.88,4.3,477.92
56,18,15,11,17.22,14.74,63.89,Jersey,8,322,34.85,4.21,444.46
43,19,27,11,15.2,15.41,81.16,White Fulani,9,796,31.27,4.11,446.87
31,30,29,10,19.5,15.33,74.26,Holstein,3,786,32.65,4.02,470.26
37,21,18,24,21.64,11.49,57.14,Holstein,4,606,34.89,3.4,484.27
59,32,31,0,17.45,15.09,64.25,Holstein,8,624,35.33,3.88,602.6
58,31,34,0,23.41,11.37,68.03,White Fulani,5,578,39.85,4.41,578.19
24,19,32,25,15.37,18.8,67.88,White Fulani,5,386,28.09,3.26,399.06
50,21,14,15,24.46,13.78,55.21,White Fulani,5,541,37.89,3.88,503.67
20,17,22,41,20.41,8.24,50.63,White Fulani,8,614,29.04,2.9,388.04
49,24,29,0,17.24,12.39,86.33,Friesian,3,784,34.48,4.3,477.47
34,18,25,23,13.79,16.11,58.06,Holstein,2,731,27.31,3.13,414.44
39,25,29,7,15.8,19.49,60.02,Friesian,7,781,29.1,3.31,480.51
31,31,33,5,18.14,13.43,71.6,Jersey,2,260,32.19,3.78,448.45
47,25,19,9,17.96,19.84,85.27,Holstein,5,556,35.39,4.52,496.61
55,33,31,0,17.97,15.05,88.1,White Fulani,6,712,37.73,5.06,539.66
49,16,17,18,13.64,15.23,80.14,White Fulani,2,263,30.59,4.37,423.85
39,19,14,28,17.55,17.47,54.21,White Fulani,5,545,26.86,2.96,455.74
23,26,29,22,19.59,12.4,51.64,Friesian,9,310,30.92,3.07,446.36
43,27,30,0,14.67,18.69,78.0,White Fulani,5,365,31.47,3.93,490.74
59,34,30,0,16.32,8.27,63.26,Holstein,9,324,35.73,4.0,591.05
52,15,31,2,13.85,16.37,71.96,Bunaji,9,533,27.53,4.18,411.67
23,24,37,16,18.26,9.03,83.0,Holstein,7,600,36.8,3.43,413.01
44,13,30,13,17.55,16.84,55.32,Jersey,5,509,26.8,3.57,391.07
38,27,10,25,15.47,14.16,50.54,Holstein,2,548,30.69,3.03,500.72
32,22,18,28,24.92,18.8,85.77,White Fulani,1,338,38.51,4.44,425.44
44,25,17,14,14.21,14.75,77.73,Holstein,1,556,30.1,3.81,467.1
31,23,32,14,24.34,18.75,62.95,Holstein,9,595,34.93,3.49,423.5
20,10,10,60,22.37,12.68,74.34,Friesian,9,648,30.47,4.09,365.05
58,15,25,2,24.45,18.34,86.08,Bunaji,2,460,41.48,5.01,450.0
24,29,21,26,21.37,17.49,54.72,Holstein,7,372,31.85,3.45,473.78
56,15,36,0,16.25,18.5,52.04,Jersey,9,597,25.81,3.35,419.57
26,16,38,20,21.72,9.95,62.79,Holstein,3,471,32.86,3.29,388.77
56,16,20,8,22.89,19.53,66.86,Bunaji,5,403,38.12,4.33,426.59
42,24,28,6,13.24,15.98,57.09,Bunaji,5,596,25.16,3.49,479.32
48,17,11,24,19.22,17.4,69.87,Bunaji,8,330,32.63,4.22,451.27
34,19,28,19,14.73,15.27,67.44,Bunaji,5,699,26.86,3.19,409.65
47,25,21,7,15.38,19.68,74.53,Bunaji,5,682,32.59,4.3,458.09
27,13,16,44,21.87,13.01,79.5,Friesian,5,548,34.55,4.04,381.2
39,27,29,5,15.26,10.55,60.05,Bunaji,3,686,29.27,3.69,483.23
33,25,26,16,16.27,9.33,87.81,Friesian,1,423,31.09,4.29,478.1
43,19,15,23,12.89,9.17,72.3,Holstein,8,483,30.51,3.78,452.58
25,15,18,42,24.87,14.36,50.49,Holstein,1,668,33.24,3.5,405.55
20,31,26,23,15.64,12.06,61.11,Friesian,9,530,29.49,3.12,495.12
20,18,23,39,15.43,14.93,51.25,White Fulani,3,356,24.59,2.84,389.02
49,28,27,0,19.63,13.37,67.85,Bunaji,3,277,33.94,4.47,485.95
24,20,30,26,24.55,11.92,89.9,Bunaji,4,598,39.01,4.68,444.52
40,16,32,12,19.5,18.97,77.3,Holstein,9,603,34.92,4.12,394.01
51,24,27,0,18.04,17.87,69.4,Friesian,3,545,32.51,3.84,480.78
47,24,13,16,24.66,17.5,84.38,Bunaji,3,461,41.2,4.75,467.11
35,25,35,5,18.22,18.44,57.85,Holstein,7,693,31.94,3.58,415.97
42,17,19,22,18.79,11.72,89.37,Bunaji,1,768,32.02,4.43,402.79
43,19,13,25,18.25,9.94,70.4,Friesian,7,421,34.61,4.06,453.85
25,26,32,17,12.0,15.95,69.03,White Fulani,6,619,26.96,3.12,460.9
48,29,19,4,15.21,13.54,65.46,Jersey,1,490,32.03,3.55,495.78
24,15,12,49,14.52,15.52,70.21,Holstein,8,615,25.87,3.55,432.89
43,17,32,8,19.92,16.42,50.17,Holstein,3,718,30.04,3.43,428.57
33,12,27,28,13.18,10.05,51.86,Jersey,3,683,22.64,2.77,332.86
29,27,36,8,15.29,18.62,87.17,Jersey,5,397,32.87,4.03,451.57
39,12,24,25,15.66,18.07,87.41,Holstein,8,538,32.14,4.36,386.02
55,34,16,0,20.79,11.52,83.66,White Fulani,5,746,42.28,4.96,528.4
49,33,28,0,17.7,12.47,69.82,Holstein,9,527,35.69,3.75,522.16
28,30,31,11,17.22,10.19,53.09,Jersey,2,772,32.12,3.46,456.02
45,11,38,6,24.69,12.24,76.65,Bunaji,9,555,35.19,4.58,415.71
34,15,38,13,17.99,16.3,50.6,Friesian,6,651,27.7,3.24,396.2
31,10,32,27,24.07,16.92,67.64,Bunaji,1,427,32.57,3.85,358.11
45,14,35,6,12.29,9.26,63.91,White Fulani,4,432,27.53,3.54,389.98
54,25,13,8,15.72,17.83,73.39,Holstein,5,305,33.78,4.3,517.31
20,19,27,34,15.76,15.35,89.13,Holstein,6,410,30.61,3.61,423.11
46,26,38,0,22.52,18.12,82.36,Friesian,4,610,38.67,4.71,465.77
23,21,27,29,24.43,11.65,83.84,Bunaji,5,452,37.78,4.57,431.03
45,23,16,16,24.53,10.03,88.91,Friesian,3,713,41.85,5.25,456.84
58,16,29,0,14.4,18.78,76.69,White Fulani,1,594,29.42,4.02,451.09
30,19,39,12,24.4,18.78,53.39,Bunaji,4,279,32.94,3.31,373.74
31,11,39,19,20.37,8.68,56.27,Bunaji,3,723,29.53,3.42,350.52
55,28,16,1,20.27,13.97,85.56,White Fulani,7,594,40.87,4.7,494.44
30,20,16,34,18.93,8.46,80.8,Holstein,5,394,34.38,3.96,447.45
39,10,15,36,13.88,16.55,50.14,Holstein,9,453,23.17,2.93,383.92
55,32,17,0,23.38,16.26,89.04,Jersey,6,371,45.24,4.88,562.25
